,text,label
716, NewCar ,0
717,"""Find out more ",0
718,Know what a vehicle s warranty covers before buying. That way you don t encounter any unwanted surprises in the future when it comes to repairs.,0
719,SubodhChowdhary Hi Subodh we're disappointed to know about the experience you've had. Please share your contact information and vehicle chassis number via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
720,The new model now has outstanding features like   Extra luggage space Comfortable Push Back Seats Individual AC vents Multiple USB charging points  feet  inch roof height  GhumoIndiaSaathSaath  TataWinger (22),3
721,mynk87 Hi Mayank we never want our customers to have such an experience with us. Please share your contact details and car chassis number via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
722,AshuAahuja Hi Ashu thank you for showing interest in Tiago. We shall look into this and take corrective actions on this accordingly. Do get back to us if you need any further assistance and we d be glad to help you.,3
723,Congratulations on your  newcar ????? ???  Thankyou for your  time ? and  business. Welcom  ,0
724,Ponthamarai Hi we would really like to help you with this. Kindly elaborate on your concern and also provide your contact information car chassis number and dealer details via DM so we can have the relevant team contact you for further assistance.,3
725,vijaykrishnasv That's awesome Vijaykrishna! Do share pictures and videos from your journeys with the Tata Nano. We'd be glad to see them. ),3
726,Improper fluid level or leakage excluding normal seepage,0
727,Safvan89 Hi Safvan without the requested details we'd be unable to forward your concern to the relevant team for further assistance. Kindly share your contact details &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
728,Check for leaks under the car. Black fluid may be oil; reddish fluid may be from the automatic transmission; greenish fluid is likely to be antifreeze. Brake fluid has an oily strong odor.,0
729,"The Step-boards in our buses have been built lower to help our young passengers get on and off the bus with ease. 
  TataSkoolBus httpst.coa569aPQbYw",3
730,Driveability is great and the tiny engine never feels underpowered (as compared to sub1000cc cars) in the start-stop condition.,0
731,Check out our new vehicle.  If you see our salesman on the road give us a honk. ,0
732,We use variety of sources to appraise trade ins. As a general rule please check kb trade in to determine the value of your trade in . We typically pay between fair and good as long as the condition of the vehicle is good to excellent. Also we maintain the right to give more or less de,0
733,dr_cibin Hi Cibin the technical specifications and features of the  UrbanCarRedefined will be revealed soon. Stay tuned to our social media handles for more information about the Altroz. To know more click here httpst.covE6S9L6thi,3
734,Will I face any issues in future regarding service spare parts etc. if I purchase an AMT model now?,0
735,NavLadania Hi we're disappointed to hear this and would like to help you. Kindly provide your contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
736,"Diwakar_jpr HI Diwakar we regret the inconvenience you've caused. Please find below the address &amp; contact details 
SAB MOTORS PVT. LTD.
CF -11 TO 5 HARSHA COMPOUND SITE II LONI ROAD INDUSTRIAL AREA MOHAN NAGAR
GHAZIABAD
UTTAR PRADESH
201007
PHONE NO - 
(12)",3
737,"Heavy-duty trucks need to be able to negotiate all kinds of working conditions and the Prima Lx .K doesn t disappoint. With a ground clearance of mm it is the perfect truck for use on sites that are slushy uneven or waterlogged.
 TataTippers  TataPrima  DeshKeTruck httpst.coWbTZgin09R",3
738,smilyashish Hi Ashish we regret the inconvenience caused. Kindly DM us your vehicle variant &amp; our team will contact you.,3
739,"Safalta ka size hua bada - Tata Trucks ki IAL truck range aaye behtar Pusher Lift Axle aur behtar Suspension ke saath!
 GoIAL httpst.coQpw5DCAuv1",3
740,Daewoo  .0 sedan  nan Petrol  Lanos Periyasemur,0
741,Research the model ahead of time and bring up any concerns you found to see if you ll run into the same problems. Ask the seller if there are any current mechanical problems that will cost you money to fix once you ve made the purchase.,0
742,If the dealer got the car as a trade-in does the dealer have the former owner's service orders and repair tickets? If so ask to see the service orders and repair tickets. Check whether the service orders include regular oil changes and other important maintenance items.,0
743,Cracked or damaged case which is visible,0
744,Where do you Source your used cars?,0
745,Part of figuring out how much you ll pay for your vehicle boils down to gas mileage.,0
746,hivaysouls We bet that was an amazing adventure! Keep sharing more pictures and videos of your journeys with the  LevelNexSUV. ),3
747,ASHISHY02243610 Hi Ashish we understand that our team has connected with you and taken a note of your concern. Rest assured that they will definitely provide an apt resolution for the same. We appreciate your patience in the meantime.,3
748,I did a thing yesterday. ??  I d like to introduce everyone to  Zazu . He s a  RAV4... which of course RAV are m  ,0
749,buyer really? may i see how it looks like ?,0
750,Car Buyer I will make the complete payment by check.,0
751,hanafinaida Hi do let us know the specifics of your query for us to take this forward.,3
752, fiat  spider  fiatspider  fiat124  pininfarina  ev  electriccar  ,0
753,How long of a test drive can I take?,0
754,jk750163 Hi Jatinder thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
755,"Badhao kaamyabi ki taraf apna pehla kadam Tata Ace Gold ke saath jo ab available hai .99% ke low interest rate par. Toh shuru karo apna business aur kamao kam se kam  000 har mahina.

 KaamyabiKalAajAurKal  TataAceGold httpst.coQzodhgiNoU",3
756,Mercedes-Benz  .0 crossover  .0 Petrol  GLE-Class Seohara,0
757,Umairbaig Hi Umair our team tried to contact you on the provided number however the call went unanswered. We request you to share an alternate contact number or a preferred time to call so that they can soon get in touch with you to assist further.,3
758,A small gesture from our end for our valued customer Dr. Pranav Agale. Thank you for being a part of the Tata family. httpst.cohHHJmJ4thZ,3
759,Worth buying if you wanna have a small but spacious car.,0
760,Shout Out to My Daughter Leek13leeek Just Got Her A New Whip  ToyotaRav  NewNurse  NewCar  NoDebt!  NewBeginnings  ,0
761,Honda  .0 sedan  .0 Petrol  Accord Maharashtra,0
762,2 Attachments,0
763,RT jtperformanceIN Get used to leaving a blurry trail of lights behind. It s JTP time! Explore the features of the Tigor JTP at httpst ,3
764,The_amitKsharma Hi Amit is there anything specific we can assist you with? Please explain your concern in detail via DM and we'd be glad to help.,3
765,sailendra_ag Hi Sailendra thank you for writing to us. As of now the Tata Hexa  edition only comes equipped with Android Auto integration in its Infotainment System. To know all the latest updates stay tuned to our website and social media handles. (12),3
766,Ajay54237453 Hi Ajay we understand that our on-ground team has connected with you and provided the best possible resolution. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
767,ShivaSreeramoju Hi Shiva we are glad to hear that Mr. V Narender's concern has been resolved. Customer service and satisfaction are of utmost importance to us. (12),3
768,Experience tireless journey with comfortable push back seats in Tata Winger S. The new model has other outstanding features like - Individual AC vents  feet  inch roof height Extra luggage space Multiple USB charging points.  GhumoIndiaSaathSaath  TataWinger httpst.coVh5q62LZqb,3
